category,institution,quarter,quarter_end_date,stock_ticker,stock_company,action,value_change_usd_mn,pct_change,notes,timing_known
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,AMZN,Amazon,New Position,546.0,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,GOOG,Alphabet C,Added,499.1,684.0,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,SNDK,SanDisk,Reduced,-496.7,-99.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,MU,Micron,Reduced,-486.5,-90.2,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,NFLX,Netflix,Added,484.4,275718.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,AMD,AMD,Added,421.0,282.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,TSLA,Tesla,Added,388.7,425.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,AAPL,Apple,Reduced,-321.5,-48.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,STX,Seagate Technology,Added,319.7,47.3,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,LIN,Linde,Reduced,-309.6,-99.2,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,TXN,Texas Instruments,Added,252.7,64.7,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,STRL,Sterling Infrastructure,Reduced,251.9,-12.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,MDT,Medtronic,New Position,247.8,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,VRT,Vertiv,Reduced,-232.3,-96.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,CORT,Corcept Therapeutics,Reduced,228.4,-7.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,TJX,TJX Companies,Added,223.9,625.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,TSM,TSMC ADR,Added,213.6,49.5,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,COP,ConocoPhillips,New Position,210.3,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,SHEL,Shell,New Position,209.0,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,INTU,Intuit,New Position,199.7,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,SMCI,Super Micro Computer,Added,197.7,11323.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,NU,Nu Holdings,Reduced,-196.0,-82.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,CRDO,Credo Technology,Added,195.6,133.0,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,KGC,Kinross Gold,Reduced,-195.1,-3.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,AGX,Argan,Added,185.0,6.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,SCHW,Charles Schwab,New Position,176.3,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,APP,AppLovin,Exited,-173.7,-100,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,ADBE,Adobe,Reduced,-172.6,-72.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,MCK,McKesson,Added,171.4,208.0,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,SPY,SPDR S&P 500 ETF Trust,New Position,163.6,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,V,Visa,Reduced,-162.2,-81.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,UNH,UnitedHealth,Reduced,-160.9,-68.3,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,DELL,Dell Technologies,Reduced,160.6,-10.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,VALE,Vale,Reduced,-156.6,-68.3,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,ICE,Intercontinental Exchange,New Position,156.3,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
AI Core Holdings,Alphabet,Q2 2026,2026-06-30,SPCX,SpaceX,New Position,94176.2,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
AI Core Holdings,Alphabet,Q2 2026,2026-06-30,RVMD,Revolution Medicines,Reduced,231.6,-10.5,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
AI Core Holdings,Alphabet,Q2 2026,2026-06-30,PBLS,Parabilis Medicines,New Position,134.6,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
AI Core Holdings,Alphabet,Q2 2026,2026-06-30,FRVO,Fervo Energy,New Position,51.5,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
AI Core Holdings,Alphabet,Q2 2026,2026-06-30,LIFE,Ethos Technologies,Reduced,23.6,-3.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
AI Core Holdings,Alphabet,Q2 2026,2026-06-30,RLAY,Relay Therapeutics,Reduced,10.8,-9.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
AI Core Holdings,Alphabet,Q2 2026,2026-06-30,GLUE,Monte Rosa Therapeutics,Reduced,-2.2,-45.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
AI Core Holdings,Alphabet,Q2 2026,2026-06-30,TNYA,Tenaya Therapeutics,Exited,-0.6,-100,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
